title,url,content																					
Namberger, a two-time top-10 finisher at UTMB, had another strong race to finish fourth in 20:31:54, looking like he might nab a spot in the top three with a fast finish.																					
The agelessLudovic Pommeret(pre-race interview) of France, who just over a month agoset the course record at the Hardrock 100, had another stellar performance, moving up from 47th at 40k, all the way to 10th by 100k, before picking off several runners in front of him to finish fifth in 20:57:48. It was his second straight fifth-place finish.																					
Joyeux-Bouillon held on for sixth, while AmericanCody Lindran into seventh position. Spots eight through 10 â€” Spainâ€™sManuel Anguita Bayoalong with FrenchmenGautier BonnecarrÃ¨reandYannick NoÃ«lâ€” were separated by only four minutes, with BonnecarrÃ¨re and NoÃ«l appearing to tie for ninth in 21:45:16.																					
Ludovic Pommeret finished the 2024 UTMB in fifth place, the same position as last year. Photo: iRunFar/Eszter Horanyi																					
Full results.																					
Cody Lind took seventh at the 2024 UTMB, his debut at this event. Photo: iRunFar/Meghan Hicks																					
Just two months ago,Katie Schide(pre-raceandpost-raceinterviews), an American living in France,led the Western States 100 from wire to wire and nearly broke the course record en route to a commanding win. On Saturday in France, Schide somehow improved on that performance: She again won in dominating fashion, but this time also nabbed the course record to cap one of the most impressive doubles in ultrarunning history. (Of course, last year,Courtney Dauwalter, who did not race UTMB this year, won each race in the Western States 100-Hardrock 100-UTMB triple.)																					
In her pre-race interview, Schide, who lives and trains in France, admitted that her primary focus this season was on the Western States 100 and that she took the runnerâ€™s insurance for UTMB when she signed up in January in case she canceled.																					
After she dominated an impressively deep and competitive field on Saturday, though, it was hard to believe UTMB was not the top race on her calendar this year.																					
Katie Schide in La Floria just 4k from the finish and a new UTMB course record. Photo: iRunFar/Amiria Macbeth																					
Schide went out fast and kept that assertive pace for nearly an entire day of running. She was 21st overall at the first aid station at 13k	 New Zealandâ€™sRuth Croft(pre-raceandpost-raceinterviews) and Canadian living in FranceMarianne Hogan(pre-raceandpost-raceinterviews), the eventual second- and third-place finishers were, respectively, 118th and 72nd overall there.																				
Schide did not take her foot off the gas and continued to run with her characteristic calm, strength, and smile, entering the Lac Combal aid station at 70k in 7:34, looking focused. By Courmayeur at 83k, she was 50 minutes under course-record pace and nearly 40 minutes ahead of Hogan, and by La Fouly at 116k, she was nearly an hour under record pace.																					
The only question from there was if she would set the record. With Hogan losing 10 minutes in 12 kilometers by 141k to fall to 40 minutes back, Schideâ€™s win seemed close to inevitable, especially with the way she was running. Just before Vallorcine at 158k, Schideâ€™s lead on the course record had lessened to 32 minutes and a few kilometers later she was working hard and taking encouragement from fans. With four kilometers to go, she smiled as the crowds cheered her on, knowing that history was just minutes away.																					
She reached Chamonix and the celebration began. Schide smiled to the crowd and gave several high fives before crossing the finish line more than 20 minutes faster than any woman had done before, and the double was complete.																					
Katie Schide after winning UTMB for the second time. Photo: iRunFar/Meghan Hicks																					
If Schide was chasing history, Croft was chasing dozens of runners in front of her. Croft, who was forced to withdraw before the start of last yearâ€™s race due to illness, came into UTMB as one of the favorites, having won the Tarawera Ultramarathon and Transvulcania earlier this year. She ran conservatively at the start, coming through 31k in sixth place next to AmericanAmanda Basham, 22 minutes off the lead, and later falling to ninth place almost 38 minutes back just over 10 kilometers later.																					
But by 88k, with about half of the race in front of her, Croft had moved up to fifth, next toEmily Hawgoodof Zimbabwe, who lives in the U.S, and from there she kept moving up. At the Grand Col Ferret at 106k, she was in fourth behind Schide, Hogan, and2023 third-place finisherBlandine Lâ€™Hirondelof France, but Croft did not hang around: She broke into a run as soon as she started the descent.																					
Ruth Croft flying through Champex-Lac (128.5k). Photo: iRunFar/Eszter Horanyi																					
By 129k, she had passed Lâ€™Hirondel and was in third place, looking fast and determined. At Trient, 17 kilometers later and about a half-hour behind Hogan, Croft was the only woman to run through the entire section and looked to be on the hunt.																					
By 158k, she had cut Hoganâ€™s lead to 14 minutes and looked the stronger of the two, flying downhill and making up time. Between there and the climb up to La FlÃ©gÃ¨re, Croft finally passed Hogan and left six minutes ahead. With four kilometers to go, she was in second and flying to the finish. Sheâ€™d reach it in 22:48:37, just over 22 minutes ahead of Hogan, in her debut at the race.																					
Hogan,who finished second in her 2022 UTMB debut, had another strong race, running in second for most of the day with a smile on her face, before fading late. She didnâ€™t let falling to third dampen her spirits, high-fiving fans and enjoying their cheers at La Floria four kilometers from the finish after being passed by Croft. After crossing the line in 23:11:15, she was greeted by a large team at the finish to celebrate her second podium finish in three years.																					
